x,y,yaw_rad
-2.6020139380701437,-1.4931588884270492,-1.0498287008227183
-2.5535802053534837,-1.5745564882934047,-1.018254905309257
-2.502601008353753,-1.6543845360093221,-0.9866811097957914
-2.449127164243198,-1.732563457240765,-0.9551073142823238
-2.393211976912559,-1.809015321538843,-0.9235335187688606
-2.3349111838365904,-1.8836639200225753,-0.8919597232553935
-2.274282900513737,-1.9564348413455597,-0.8603859277419285
-2.2113875625353376,-2.027255545870826,-0.8288121322284635
-2.1462878653421145,-2.0960554379799192,-0.7972383367149978
-2.079048701727996,-2.162765936444149,-0.7656645412015336
-2.0097370971535655,-2.22732054278785,-0.7340907456880654
-1.93842214293363,-2.289654907575505,-0.702516950174601
-1.8651749273654854,-2.3497068945566717,-0.6709431546611379
-1.7900684648665672,-2.4074166426047348,-0.6393693591476706
-1.713177623192085,-2.4627266253877873,-0.6077955636342046
-1.6345790488052108,-2.5155817087121326,-0.5762217681207401
-1.5543510904742333,-2.565929205481235,-0.5446479726072735
-1.4725737211727812,-2.6137189282153783,-0.5130741770938085
-1.3893284583610424,-2.658903239079626,-0.4815003815803457
-1.3046982827273794,-2.7014370973702544,-0.4499265860668801
-1.2187675554713666,-2.74127810441231,-0.41835279055341423
-1.1316219342107292,-2.7783865458235226,-0.38677899503995117
-1.0433482875959472,-2.812725431102475,-0.3552051995264879
-0.9540346087177138,-2.844260530501529,-0.3236314040130203
-0.8637699273935,-2.8729604091477885,-0.2920576084995546
-0.7726442214206897,-2.898796458378066,-0.26048381298609097
-0.6807483268847716,-2.9217429242566135,-0.22891001747262332
-0.5881738476119343,-2.941776933247213,-0.1973362219591548
-0.49501306385639676,-2.9588785150140082,-0.16576242644568862
-0.4013588403134379,-2.973030622328376,-0.1341886309322234
-0.3073045335498393,-2.98421914806197,-0.10261483541876393
-0.2129438989440487,-2.9924329392490163,-0.07104103990530025
-0.11837099722875816,-2.9976638082038267,-0.03946724439183313
-0.023680100729141337,-2.999906540682469,-0.007893448878370714
0.07103440060987157,-2.9991589010804347,0.023680346635098007
0.16567809331352512,-2.995421634661137,0.055254142148570766
0.26015663449065146,-2.9886984668130196,0.08682793766203506
0.3543758458767241,-2.9789960993360083,0.1184017331754923
0.44824180771278144,-2.966324203761008,0.1499755286889555
0.5416609523667063,-2.95069541170911,0.18154932420242217
0.6345401576034578,-2.932125302300122,0.21312311971589104
0.7267868394113488,-2.910632386622959,0.24469691522935663
0.8183090442918096,-2.8862380892833888,0.27627071074281784
0.9090155409206171,-2.8589667270475188,0.30784450625628645
0.9988159110892834,-2.8288454846023114,0.3394183017697548
1.0876206398358743,-2.795904387457304,0.3709920972832181
1.1753412046754788,-2.7601762720145238,0.40256589279668425
1.261890163841353,-2.7216967528364435,0.4341396883101487
1.3471812434487591,-2.6805041871446225,0.46571348382361183
1.4311294234946685,-2.636639636584381,0.4972872793370783
1.5136510226075328,-2.5901468262936693,0.5288610748505438
1.5946637814627032,-2.541072101316897,0.5604348703640072
1.6740869447803206,-2.489464380407177,0.5920086658774723
1.7518413418239174,-2.435375107263063,0.6235824613909376
1.8278494653195496,-2.378858199248336,0.6551562569044029
1.9020355487167162,-2.319969993646017,0.6867300524178687
1.9743256417141124,-2.258769191500132,0.7183038479313351
2.0446476839749015,-2.19531679910123,0.7498776434447992
2.1129315769580157,-2.1296760671739996,0.7814514389582637
2.1791092537939183,-2.061912427827553,0.8130252344717291
2.2431147471351265,-1.992093429331295,0.8445990299851962
2.304884254913912,-1.9202886687813217,0.8761728254986633
2.3643562039415773,-1.846569722724537,0.9077466210121264
2.4214713112859556,-1.7710100758095857,0.9393204165255915
2.4761726433659286,-1.6936850475357539,0.9708942120390572
2.528405672704051,-1.6146717171728668,1.0024680075525214
2.5781183322807357,-1.5340488469269802,1.0340418030659904
2.6252610674357806,-1.4518968034285153,1.0656155985794529
2.66978688526554,-1.3682974776210486,1.0971893940929158
2.71165140146647,-1.2833342031306287,1.1287631896063823
2.7508128845783655,-1.1970916731970243,1.160336985119848
2.787232297583191,-1.109655856249641,1.1919107806333142
2.8208733368180265,-1.0211139102123379,1.2234845761467747
2.8517024681633485,-0.9315540956225075,1.255058371660241
2.8796889604705713,-0.841065687651043,1.2866321671737082
2.9048049161955216,-0.7497388871109265,1.3182059626871736
2.927025299207321,-0.6576647305430744,1.3497797582006403
2.9463279597449414,-0.5649349994691529,1.3813535537141088
2.9626936564965707,-0.47164212890175317,1.4129273492275747
2.976106075779773,-0.3778791152031524,1.4445011447410352
2.9865518478033173,-0.28373942338453617,1.4760749402544977
2.99402055999448,-0.1893168939380212,1.5076487357679622
2.9985047673785217,-0.09470564929443073,1.539222531281431
3.0,-7.347880794884119e-16,1.5550094290381675
