positions_X,positions_y
0.8625,3.1583
0.8625,3.1583
0.8625,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8626,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8627,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8628,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.8629,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.863,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8631,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8632,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8633,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
0.8634,3.1583
positions_X,positions_y
0.8709,0.9827
positions_X,positions_y
0.8757,0.9823
0.8757,0.9823
0.8757,0.9823
0.8757,0.9819
0.7218,0.563
0.6657,0.8089
0.6836,0.869
0.5897,0.1696
0.6976,-0.4701
0.9438,-1.2146
0.8159,-0.9965
0.7511,-0.825
0.7144,-0.6649
0.7009,-0.5484
0.6975,-0.4648
0.8295,-1.0246
0.7353,-0.7668
0.7238,-0.7162
0.706,-0.6033
0.7179,-0.6111
0.7166,-0.6064
0.7371,-0.67
0.8458,-0.847
0.8829,-0.8848
0.6982,-0.46
0.7264,-0.6428
0.7309,-0.6606
0.8704,-1.249
0.8838,-1.8183
0.8838,-1.8175
0.8976,-1.9903
0.7989,-2.3181
0.7212,-2.2353
0.6004,-1.8818
0.6006,-2.0053
0.6005,-2.9556
0.4874,-5.0725
0.3519,-6.1395
0.31,-6.2936
0.2848,-6.4268
0.0831,-6.6208
0.0653,-7.2336
0.0148,-6.7623
-0.0123,-7.0931
-0.0122,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.0121,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.012,-7.0927
-0.0119,-7.0927
-0.0119,-7.0927
-0.0119,-7.0927
-0.0119,-7.0927
-0.0119,-7.0927
-0.0119,-7.0927
-0.0119,-7.0927
-0.0119,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0118,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0117,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0116,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0115,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0114,-7.0927
-0.0113,-7.0927
-0.0113,-7.0927
-0.0113,-7.0927
-0.0113,-7.0927
-0.0113,-7.0927
-0.0113,-7.0927
-0.0113,-7.0927
-0.0113,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0112,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.0111,-7.0927
-0.011,-7.0927
-0.011,-7.0927
-0.011,-7.0927
-0.011,-7.0927
-0.011,-7.0927
-0.011,-7.0927
-0.011,-7.0927
-0.011,-7.0927
-0.0109,-7.0927
-0.0109,-7.0927
-0.0109,-7.0927
-0.0109,-7.0927
-0.0109,-7.0927
-0.0109,-7.0927
-0.0109,-7.0927
-0.0109,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0108,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0107,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0106,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0105,-7.0927
-0.0104,-7.0927
-0.0104,-7.0927
-0.0104,-7.0927
-0.0104,-7.0927
-0.0104,-7.0927
-0.0104,-7.0927
-0.0104,-7.0927
-0.0104,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0103,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0102,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.0101,-7.0927
-0.01,-7.0927
-0.01,-7.0927
-0.01,-7.0927
-0.01,-7.0927
-0.01,-7.0927
-0.01,-7.0927
-0.01,-7.0927
-0.01,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0099,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0098,-7.0927
-0.0097,-7.0927
-0.0097,-7.0927
-0.0097,-7.0927
-0.0097,-7.0927
-0.0097,-7.0927
-0.0097,-7.0927
-0.0097,-7.0927
-0.0097,-7.0927
-0.0096,-7.0927
-0.0096,-7.0927
-0.0096,-7.0927
-0.0096,-7.0927
-0.0096,-7.0927
-0.0096,-7.0927
-0.0096,-7.0927
-0.0096,-7.0927
-0.0095,-7.0927
-0.0095,-7.0927
-0.0095,-7.0927
-0.0095,-7.0927
-0.0095,-7.0927
-0.0095,-7.0927
-0.0095,-7.0927
-0.0095,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0094,-7.0927
-0.0093,-7.0927
-0.0093,-7.0927
-0.0093,-7.0927
-0.0093,-7.0927
-0.0093,-7.0927
-0.0093,-7.0927
-0.0093,-7.0927
-0.0093,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0092,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.0091,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.009,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0089,-7.0927
-0.0088,-7.0927
-0.0088,-7.0927
-0.0088,-7.0927
-0.0088,-7.0927
-0.0088,-7.0927
-0.0088,-7.0927
-0.0088,-7.0927
-0.0088,-7.0927
-0.0087,-7.0927
-0.0087,-7.0927
-0.0087,-7.0927
-0.0087,-7.0927
-0.0087,-7.0927
-0.0087,-7.0927
-0.0087,-7.0927
-0.0087,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0086,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0085,-7.0927
-0.0084,-7.0927
-0.0084,-7.0927
-0.0084,-7.0927
-0.0084,-7.0927
-0.0084,-7.0927
-0.0084,-7.0927
-0.0084,-7.0927
-0.0084,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0083,-7.0927
-0.0082,-7.0927
-0.0082,-7.0927
-0.0082,-7.0927
-0.0082,-7.0927
-0.0082,-7.0927
-0.0082,-7.0927
-0.0082,-7.0927
-0.0082,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.0081,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.008,-7.0927
-0.0079,-7.0927
-0.0079,-7.0927
-0.0079,-7.0927
-0.0079,-7.0927
-0.0079,-7.0927
-0.0079,-7.0927
-0.0079,-7.0927
-0.0079,-7.0927
-0.0078,-7.0927
-0.0078,-7.0927
-0.0078,-7.0927
-0.0078,-7.0927
-0.0078,-7.0927
-0.0078,-7.0927
-0.0078,-7.0927
-0.0078,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0077,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0076,-7.0927
-0.0075,-7.0927
-0.0075,-7.0927
-0.0075,-7.0927
-0.0075,-7.0927
-0.0075,-7.0927
-0.0075,-7.0927
-0.0075,-7.0927
-0.0075,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0074,-7.0927
-0.0073,-7.0927
-0.0073,-7.0927
-0.0073,-7.0927
-0.0073,-7.0927
-0.0073,-7.0927
-0.0073,-7.0927
-0.0073,-7.0927
-0.0073,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0072,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.0071,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.007,-7.0927
-0.0069,-7.0927
-0.0069,-7.0927
-0.0069,-7.0927
-0.0069,-7.0927
-0.0069,-7.0927
-0.0069,-7.0927
-0.0069,-7.0927
-0.0069,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0068,-7.0927
-0.0067,-7.0927
-0.0067,-7.0927
-0.0067,-7.0927
-0.0067,-7.0927
-0.0067,-7.0927
-0.0067,-7.0927
-0.0067,-7.0927
-0.0067,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0066,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0065,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0064,-7.0927
-0.0063,-7.0927
-0.0063,-7.0927
-0.0063,-7.0927
-0.0063,-7.0927
-0.0063,-7.0927
-0.0063,-7.0927
-0.0063,-7.0927
-0.0063,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0062,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.0061,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.006,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0059,-7.0927
-0.0058,-7.0927
-0.0058,-7.0927
-0.0058,-7.0927
-0.0058,-7.0927
-0.0058,-7.0927
-0.0058,-7.0927
-0.0058,-7.0927
-0.0058,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0057,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0056,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0055,-7.0927
-0.0054,-7.0927
-0.0054,-7.0927
-0.0054,-7.0927
-0.0054,-7.0927
-0.0054,-7.0927
-0.0054,-7.0927
-0.0054,-7.0927
-0.0054,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0053,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0052,-7.0927
-0.0051,-7.0927
-0.0051,-7.0927
-0.0051,-7.0927
-0.0051,-7.0927
-0.0051,-7.0927
-0.0051,-7.0927
-0.0051,-7.0927
-0.0051,-7.0927
positions_X,positions_y
0.7433,3.1583
0.7433,3.1583
0.7433,3.1485
0.7408,3.0781
0.7279,2.996
0.7059,2.9201
0.6584,2.8108
0.5834,2.6807
0.4711,2.4795
0.3937,2.2694
0.3684,2.1337
0.3612,2.0514
0.3626,1.905
0.3722,1.8169
0.3994,1.6847
0.4285,1.5907
0.4734,1.4819
0.5489,1.3452
0.6861,1.1719
0.8561,1.0173
1.0339,0.8715
1.1659,0.7327
1.2878,0.5406
1.3681,0.3345
1.3976,0.2029
1.413,0.0494
1.4097,-0.0914
1.4008,-0.1774
1.3871,-0.2756
1.3678,-0.4209
1.3614,-0.5345
1.37,-0.6714
1.3846,-0.7582
1.4266,-0.9081
1.506,-1.0855
1.6312,-1.2706
1.7892,-1.424
1.9507,-1.5332
2.1509,-1.6472
2.3191,-1.7529
2.484,-1.8986
2.6089,-2.0524
2.7477,-2.2367
2.8964,-2.4089
3.0679,-2.5368
3.2303,-2.6018
3.4159,-2.6294
3.6129,-2.6411
3.8013,-2.67
3.9837,-2.7325
4.1525,-2.8243
4.3283,-2.9651
4.4735,-3.135
4.5467,-3.2529
4.5846,-3.3289
4.6364,-3.4639
4.6587,-3.5438
4.6835,-3.6804
4.6916,-3.7784
4.6897,-3.9153
4.6778,-4.0182
4.6431,-4.1714
4.6126,-4.2718
4.5689,-4.4179
4.5455,-4.5236
4.5315,-4.6619
4.5334,-4.7767
4.5527,-4.9234
4.5789,-5.03
4.6304,-5.1712
4.6783,-5.2682
4.754,-5.3995
4.7983,-5.4795
4.8552,-5.5965
4.8875,-5.6764
4.9313,-5.8197
4.9524,-5.9262
4.9658,-6.0686
4.9654,-6.1632
4.9514,-6.3015
4.921,-6.439
4.8725,-6.5773
4.8253,-6.6766
4.7022,-6.8632
4.5452,-7.0249
4.3609,-7.1547
4.1555,-7.2477
3.9688,-7.2954
3.744,-7.3125
3.5523,-7.2934
3.366,-7.2438
3.252,-7.1966
3.1335,-7.1318
2.9786,-7.0174
2.9045,-6.9473
2.8517,-6.8891
2.8047,-6.8301
2.7142,-6.6955
2.6176,-6.5223
2.5246,-6.3463
2.4241,-6.1781
2.3017,-6.0324
2.21,-5.9517
2.1592,-5.9141
2.0766,-5.8614
2.0208,-5.831
1.9352,-5.7916
1.874,-5.7682
1.7874,-5.7415
1.6515,-5.7134
1.4591,-5.701
1.2673,-5.7195
1.0809,-5.7686
0.9048,-5.847
0.7194,-5.9719
0.5806,-6.1056
0.4479,-6.2879
0.3518,-6.4918
0.2959,-6.7082
0.2819,-6.8463
0.2813,-6.9331
0.2934,-7.0714
0.3087,-7.1549
0.3776,-7.3696
0.4855,-7.5675
0.6285,-7.7417
0.8007,-7.8832
0.998,-7.9966
1.2023,-8.1014
1.3623,-8.2105
1.5181,-8.3682
1.6424,-8.5557
1.7293,-8.7636
1.7627,-8.8983
1.7758,-8.9861
1.7832,-9.1305
1.7784,-9.2268
1.7586,-9.3604
1.7338,-9.4595
1.6882,-9.5866
1.6549,-9.6583
1.5477,-9.8322
1.397,-9.9998
1.2176,-10.1362
1.048,-10.2237
0.8629,-10.284
0.6744,-10.3132
0.4797,-10.3118
0.2898,-10.2793
0.1937,-10.2505
0.0498,-10.1899
-0.0413,-10.1393
-0.1687,-10.0492
-0.2578,-9.9695
-0.2991,-9.9266
-0.3844,-9.8202
-0.4369,-9.7361
-0.5028,-9.595
-0.5662,-9.3787
-0.5928,-9.1856
-0.5998,-8.9539
-0.5982,-8.7547
-0.6026,-8.5579
-0.6456,-8.3378
-0.7314,-8.1351
-0.8365,-7.9739
-0.9896,-7.814
-1.1448,-7.6972
-1.3596,-7.5433
-1.4759,-7.4305
-1.5496,-7.3375
-1.621,-7.2236
-1.676,-7.109
-1.7002,-7.0461
-1.7341,-6.9314
-1.7471,-6.8711
-1.7613,-6.7738
-1.7665,-6.7045
-1.7653,-6.5734
-1.7593,-6.5081
-1.747,-6.4283
-1.7113,-6.2935
-1.6161,-6.1022
-1.4771,-5.9269
-1.3178,-5.7588
-1.2001,-5.6042
-1.1403,-5.4954
-1.1132,-5.434
-1.0729,-5.3178
-1.0573,-5.2582
-1.0446,-5.1959
-1.0314,-5.0985
-1.027,-5.0292
-1.0296,-4.8981
-1.0519,-4.7416
-1.1188,-4.5263
-1.2249,-4.3274
-1.3649,-4.153
-1.534,-3.9973
-1.6896,-3.8739
-1.8279,-3.7403
-1.9056,-3.6387
-1.9854,-3.5009
-2.0339,-3.3876
-2.0542,-3.3273
-2.0784,-3.236
-2.0909,-3.1717
-2.1025,-3.0798
-2.1067,-3.0066
-2.1035,-2.8833
-2.0961,-2.8142
-2.0723,-2.6892
-2.0227,-2.5331
-1.9379,-2.3655
-1.8213,-2.2167
-1.678,-2.0844
-1.4992,-1.94
-1.4101,-1.8549
-1.3651,-1.8032
-1.3135,-1.7344
-1.228,-1.5889
-1.178,-1.4721
-1.1572,-1.4099
-1.1264,-1.2845
-1.1154,-1.2159
-1.107,-1.1218
-1.1057,-1.0408
-1.1099,-0.9598
-1.1267,-0.8376
-1.1671,-0.6827
-1.2436,-0.5037
-1.3658,-0.3166
-1.497,-0.1772
-1.6765,-0.0495
-1.7651,-0.0043
-1.9115,0.0698
-2.07,0.1738
-2.1628,0.2565
-2.2699,0.3796
-2.3738,0.5438
-2.4252,0.656
-2.4484,0.7194
-2.4814,0.8383
-2.4945,0.9065
-2.5083,1.035
-2.51,1.1006
-2.5034,1.2238
-2.4944,1.2907
-2.4679,1.4133
-2.4477,1.4797
-2.4164,1.5627
-2.3573,1.6835
-2.2495,1.8408
-2.0886,2.0092
-1.9456,2.1406
-1.7959,2.3117
-1.7321,2.4137
-1.6623,2.5654
-1.6237,2.6885
-1.6085,2.7562
-1.5937,2.8534
-1.5876,2.9361
-1.587,3.0152
-1.5957,3.1306
-1.6098,3.2182
-1.656,3.3854
-1.7009,3.4942
-1.7848,3.6437
-1.9143,3.8287
-2.032,3.9916
-2.1364,4.1565
-2.1897,4.2745
-2.2187,4.3617
-2.2468,4.4833
-2.256,4.5461
-2.264,4.7115
-2.2444,4.9031
-2.1942,5.0892
-2.1467,5.2031
-2.1158,5.2632
-2.0086,5.4253
-1.8525,5.5894
-1.6746,5.7114
-1.4679,5.8075
-1.2839,5.886
-1.0914,6.0033
-1.0011,6.0805
-0.9511,6.131
-0.8908,6.201
-0.798,6.3358
-0.7384,6.4504
-0.6818,6.6021
-0.6536,6.7194
-0.6384,6.8198
-0.6239,6.9458
-0.6143,7.0184
-0.5975,7.11
-0.5724,7.2014
-0.5371,7.2911
-0.4614,7.4203
-0.3847,7.5103
-0.3181,7.5695
-0.2169,7.64
-0.1585,7.6744
-0.0488,7.7332
0.0145,7.7663
0.105,7.8157
0.183,7.8625
0.2682,7.9192
0.3445,7.9758
0.4205,8.0363
0.4753,8.0824
0.5756,8.1675
0.6535,8.2325
0.7346,8.2967
0.8012,8.3468
0.8792,8.4014
0.9457,8.4448
1.0286,8.4961
1.0885,8.5318
1.169,8.5796
1.232,8.6179
1.3481,8.6913
1.4096,8.7319
1.5055,8.7965
1.5633,8.8355
1.6465,8.8889
1.7338,8.9384
1.8229,8.9821
1.8991,9.0122
1.967,9.0333
2.161,9.0727
2.2899,9.0842
2.391,9.0878
2.589,9.0938
2.7777,9.1239
2.9526,9.1897
3.1064,9.2898
3.2012,9.3715
3.2504,9.4145
3.3231,9.4753
3.376,9.5163
3.4646,9.5778
3.5761,9.642
3.7547,9.717
3.9422,9.763
4.1345,9.7786
4.359,9.7576
4.5739,9.6962
3.3668,9.7026
3.4393,9.6619
3.5538,9.5694
3.6634,9.4151
3.721,9.2296
3.7244,9.1045
3.7128,9.0211
3.685,8.916
3.6401,8.7719
3.6115,8.666
3.5887,8.5265
3.5839,8.4311
3.5916,8.2913
3.6078,8.1912
3.6463,8.0414
3.678,7.939
3.7198,7.7891
3.7379,7.6944
3.7482,7.5601
3.7447,7.4633
3.7212,7.3127
3.6944,7.215
3.6429,7.0875
3.602,7.0112
3.496,6.8484
3.3506,6.6688
3.1862,6.5181
2.9976,6.4153
2.8141,6.3608
2.6256,6.3386
2.4937,6.3404
2.4188,6.3463
2.2328,6.3553
2.044,6.3347
1.8625,6.281
1.6896,6.1969
1.5046,6.0617
1.3532,5.9
1.2323,5.712
1.1483,5.5032
1.1105,5.3599
1.0867,5.2593
1.051,5.1216
1.0015,4.9871
0.9624,4.9109
0.8372,4.7326
0.6851,4.5604
0.5278,4.391
